fyear,gvkey,p_aaer,misstate,act,ap,at,ceq,che,cogs,csho,dlc,dltis,dltt,dp,ib,invt,ivao,ivst,lct,lt,ni,ppegt,pstk,re,rect,sale,sstk,txp,txt,xint,prcc_f,dch_wc,ch_rsst,dch_rec,dch_inv,soft_assets,ch_cs,ch_cm,ch_roa,issue,bm,dpi,reoa,EBIT,ch_fcf
1990,1594,,0,1090.404,97.875,1602.377,-581.251,452.568,2463.46,37.582,3.885,0,84.002,75.671,-793.459,552.471,0,213.894,221.763,2039.386,-793.459,627.245,144.242,-819.736,33.548,3109.08,0,0,-12.551,91.516,1.5,0.0983549,-0.513682319,-0.03213419,-0.222021888,0.452601354,-0.332448475,-0.030311733,-0.306052251,0,-7.034304207,0.786790166,-0.511574991,-0.445896315,0.217386118
1990,1597,,0,11.633,3.351,34.032,-5.695,3.926,31.12,3.844,1.807,10.375,22.865,2.012,-1.377,0.685,0,0,7.381,30.918,-1.643,31.438,8.809,-6.32,6.297,35,0,0,0,2.914,0.125,-0.025536261,-0.172174488,-0.013939795,0.001532176,0.274094969,-0.034520309,0.045362681,0.055590462,1,-7.034304207,0.999206035,-0.185707569,0.037347203,0.211410203
1990,1598,,0,317.66,53.66,615.17,199.412,110.625,498.749,43.732,24.329,1.72,223.749,24.063,37.338,102.636,21.898,23.731,133.263,412.846,37.338,332.177,0,171.86,99.564,660.745,0,8.197,19.317,20.818,9.5,-0.016438082,0.006720504,0.015058342,-0.004996254,0.493912252,0.149250284,-0.273464874,-0.012349608,1,0.479985751,0.961682428,0.27936993,0.125937546,-0.008346323
1990,1602,,0,326.903,19.861,514.026,398.015,156.537,71.46,42.22,1.651,50,12.817,17.384,34.339,35.85,15,120.788,103.194,116.011,34.339,218.108,0,27.22,92.657,381.245,127.101,0,38.106,4.331,131.2499,0.037723914,0.508353222,0.075601099,0.011405244,0.373025878,1.43501662,-0.05259019,0.009313154,1,0.071826086,0.957559373,0.05295452,0.149362095,-0.471325105
1990,1606,,0,14.626,0.817,20.994,14.256,1.124,9.374,3.133,0,0,4.5,0.534,-0.192,9.233,0,0,2.238,6.738,-0.192,10.137,0,9.503,4.168,16.992,0,0.257,0,0.302,1.375,-0.057888979,-0.053132284,0.050516101,-0.100128431,0.650852625,-0.231029156,-0.49895375,0.03810951,0,3.309288222,1.094556415,0.452653139,0.005239592,0.095133901
1990,1608,,0,1618.411,244.655,2928.616,1792.758,460.167,1805.988,105.951,378.636,11.66,61.095,206.406,287.112,481.727,0,45.674,953.21,1135.858,287.112,2303.328,0,1879.504,557.484,3043.589,0,151.384,174.9,38.321,43.5,0.004836971,0.030637323,0.013724231,-0.00479117,0.459911781,0.093678158,-0.042066513,-0.00933159,1,0.388980072,0.973588477,0.641772086,0.170842815,-0.028363753
1990,1609,,0,8216,3697,32209,14068,2399,20107,501.964,707,459,5249,2413,1913,1133,0,0,6799,18127,1913,43818,0,11930,4226,28010,292,1179,1497,598,52.375,-0.002171171,-0.016826578,0.019795974,0.000670509,0.220559471,0.155647441,-0.263171475,0.007723847,1,0.535100987,1.034901106,0.370393368,0.124437269,0.026501062
1990,1627,,0,257.606,41.392,717.513,-58.58,11.577,396.397,37.616,28.802,30.5,510.905,34.65,5.509,79.159,22.216,0,189.749,751.999,9.576,157.476,24.095,-204.401,130.003,652.238,1.894,24.964,11.9,81.08,2,-0.025606969,0.031417065,-0.014908149,0.001724415,0.873185573,0.023765142,0.247050122,0.205459018,1,-0.778658018,1.01600031,-0.284874281,0.142932602,-0.037100855
1990,1632,,0,232.4,35.043,487.188,342.724,8.287,195.548,46.857,11.074,22.818,24.129,45.706,-12.913,107.647,1.189,0,106.346,144.464,-12.913,452.807,0,225.229,97.592,485.214,1.986,2.132,-0.65,3.19,5.75,-0.026529602,-0.001419594,0.033742504,0.021553573,0.523491958,0.021344747,-0.069893279,-0.089289199,1,1.272045301,0.967326211,0.46230408,-0.021291575,-0.085382115
1990,1633,,0,141.527,5.793,185.355,153.501,77.189,74.706,14.035,0.379,0,11.177,7.832,12.431,33.176,0,67.185,17.375,30.692,12.431,89.155,0,130.242,29.357,138.076,0.201,3.412,4.585,1.03,9.375,-0.023566186,0.046821429,0.006660721,-0.017194587,0.362687815,-0.010906016,-0.099874871,-0.013512342,1,1.166614891,0.875278819,0.702662459,0.097359122,-0.058206297
1990,1634,,0,23.079,1.125,29.341,19.62,5.323,73.358,4.601,0,0,0,0.52,5.991,0,0,4.91,7.428,9.721,5.991,5.361,0,10.208,17.24,107.843,0.484,0.842,3.891,0,19.75,0.190129376,0.202682672,0.130254177,0,0.721447803,0.208039386,0.032177946,0.009878883,1,0.21591351,1.206143162,0.347909069,0.336798337,-0.164729994
1990,1635,,0,24.92,1.367,32.432,23.822,2.545,17.086,4.376,1.261,2.305,4.85,1.092,-2.172,12.527,0,0,3.063,8.61,-2.172,21.005,0,9.398,9.679,22.746,0.133,0,-1.818,0.45,2.375,-0.030700608,-0.102930093,-0.021164347,-0.008336538,0.692556734,0.134983291,0.784716791,-0.010011261,1,2.292119696,1.146564358,0.28977553,-0.109151455,0.093886026
1990,1640,,0,22.661,5.211,67.742,23.762,1.03,45.352,6.586,19.381,8.331,12.621,3.379,-2.721,7.476,0,0,30.093,43.98,-5.721,28.833,0,-9.612,12.156,61.389,0,0,0.069,3.376,2.375,-0.037721688,-0.073497526,0.019263913,-0.011953077,0.72126598,-0.480906983,-0.081402295,-0.082933043,1,1.519139483,1.03628646,-0.141891293,-0.033598063,0.03173125
1990,1641,,0,42.365,2.931,78.013,13.962,21.315,0.007,1.767,0.166,0,16.043,0.461,0.489,12.148,14.013,7.496,22.889,50.656,0.52,20.506,13.395,11.811,8.342,4.452,0.011,1.383,0.346,1.073,9.25,0.016022827,0.111551969,0.077243871,0.166340245,0.505108123,-1.021999642,-17.35969922,-0.116169951,1,0.854219245,4.036458333,0.151397844,0.024854832,-0.079337476
1990,1642,,0,9.073,2.113,13.326,6.264,2.463,11.86,1.565,2.185,0,0.697,0.475,1.43,3.454,0,0,6.186,6.956,1.487,6.93,0,3.138,3.047,17.752,0.467,0.316,0.817,0.585,6.5,0.13831929,0.247856237,0.019685333,0.021847737,0.565060783,-0.165170899,-0.349310425,0.172063889,1,0.615777832,1.001500492,0.235479514,0.216794237,-0.239877712
1990,1650,,0,2.898,0.101,3.41,3.189,1.209,2.915,0.508,0.027,0,0,0.069,-0.073,0.86,0,0,0.221,0.221,-0.073,0.762,0,2.876,0.802,3.447,0,0,-0.025,0.003,4.875,0.090817934,-0.356682424,0.097120756,0.006302822,0.519354839,-0.20368947,-0.770970184,-0.063804871,0,1.287704548,0.783823835,0.78457252,-0.027859238,0.291648761
1990,1651,,0,189.258,14.02,319.542,198.524,13.823,210.399,9.625,3.462,50,63.447,15.141,18.161,70.333,12.711,0,53.19,121.018,18.161,165.595,0,180.061,102.013,365.99,0.647,5.375,11.45,5.181,18,0.03837991,0.037385382,0.037580186,0.01980171,0.754457943,0.213293824,0.017924461,-0.002921935,1,1.145882971,1.076268969,0.56349713,0.108880836,-0.030803039
1990,1655,,0,205.339,18.061,316.439,175.684,2.038,280.585,9.286,23.106,10.5,57.782,10.313,22.096,131.205,0,0,70.375,140.755,22.096,153.684,0,166.532,68.118,413.635,0,2.778,13.814,6.274,32,0.099481705,0.066963619,0.021144815,0.065207427,0.722410954,0.13011006,0.164303272,-0.000850636,1,0.591226039,1.044847101,0.526268886,0.133308473,-0.057286096
1990,1661,,0,83.044,8.506,209.098,103.235,28.845,99.745,53.738,5.908,53.631,37.755,4.524,14.562,5.874,23.026,8.004,51.936,105.863,14.562,206.338,0,14.601,44.06,138.974,45.85,12.249,2.363,3.624,6.5,0.099073777,0.405928984,0.228167723,0.031124277,0.387263389,0.489235379,-0.695130852,0.016160549,1,0.295550778,1.826166526,0.069828502,0.098274493,-0.340512436
1990,1663,,0,1426.3,711.2,9634.3,3679.1,95.3,6612,282.306,0,178.6,3147.1,481.5,842.4,567.2,151.4,0,1411.9,5955.2,842.4,10016.7,0,4592.6,562.6,10743.6,53.5,79.2,509.7,283,43,-0.008960343,0.059967846,0.003729904,0.00380493,0.256915396,0.13722575,0.004399877,-0.004805278,1,0.303077034,0.899791258,0.47669265,0.169716534,-0.051907824
1990,1675,,0,123.652,17.189,145.768,120.611,1.458,314.34,11.457,0,0,0,1.911,23.21,59.295,0,0,25.062,25.157,23.21,16.947,0,78.424,56.652,408.17,0.974,3.105,16.062,0.417,17.75,0.171937835,0.197275723,0.081803888,0.069414628,0.891684046,0.295728168,0.622701663,0.03728739,1,0.593085966,1.190832722,0.538005598,0.272275122,-0.14107429
1990,1677,,0,147.017,19.879,220.551,78.137,2.599,263.557,9.569,27.606,16.579,53.75,9.508,2.723,68.371,0,0,78.754,142.414,1.735,105.356,0,38.091,63.188,376.611,0.029,0,1.745,8.766,6.75,0.011613533,0.000785389,0.018366019,-0.008444093,0.741706,-0.027012702,-0.203660979,-0.06082464,1,1.209724704,0.951422087,0.172708353,0.055524573,-0.050515847
1990,1678,,0,138.456,86.089,829.634,386.78,85.185,66.289,44.694,5.153,215.465,194.781,116.8,40.297,4.663,0,0,122.778,442.854,40.297,1416.158,0,104.329,44.811,261.275,1.103,4.113,17.176,15.477,14.625,-0.015169366,0.038506853,-0.000683813,-0.005930984,0.097745512,0.030174975,0.007006972,0.020381428,1,0.591723626,0.918724867,0.125753043,0.08793034,-0.015702615
1990,1681,,0,0,0,0,-0.003,0,0,9.972,0,0,0,0,0.03,0,0,0,0.003,0.003,0.035,0,0,-0.883,0,0,0.004,0,0.005,0,0.109,-4.34E-15,1.504203875,0,0,,,,1.621628498,1,-0.002760022,,,,0.485526549
1990,1682,,0,23.094,0.368,23.331,18.594,22.513,0.228,7.36,0,0,0,0.028,10.335,0,0,0,4.737,4.737,10.335,0.287,0,9.195,0.219,15.93,0.015,2.455,3.83,0,11.5,-0.015958123,-0.051228623,0.001270551,0,0.02850285,0.735974678,0.059752574,0.101988942,1,0.219683365,1.600070721,0.39411084,0.550619489,0.208726145
1990,1686,,0,162.676,32.465,250.343,109.05,20.468,486.119,13.477,0.667,0,29.398,13.309,17.017,39.531,0,0,102.492,141.293,17.017,117.961,0,90.136,96.006,599.525,1.994,4.18,11.825,3.769,17.5,-0.023399926,0.029572491,-0.027254746,0.010197271,0.632663985,0.054359433,0.188038437,0.006436208,1,0.462375052,0.943446637,0.360050011,0.130265276,-0.017753203
1990,1703,,0,151.679,35.707,326.893,166.833,3.098,267.981,16.151,22.864,10,69.403,25.209,-10.02,74.175,3.014,0,79.901,160.06,-10.02,247.81,0,61.42,66.236,368.349,0.905,0,-1.13,6.966,6.875,0.021474048,-0.007420352,-0.023500993,0.084325391,0.507640115,0.222310796,0.300283492,-0.03627266,1,1.502483944,0.830229642,0.187890227,-0.012799295,-0.02849929
1990,1704,,0,366.894,53.411,558.009,300.308,72.016,286.247,16.635,27.413,21.784,53.611,16.42,34.073,102.272,0,14.899,195.238,257.701,34.073,236.765,0,173.743,147.267,567.13,4.451,13.288,20.011,6.717,17.5,0.055235284,0.108571118,0.031665568,0.05092825,0.545688331,0.175981591,-0.016821485,-0.064489647,1,1.031587445,1.553477701,0.311362362,0.108960608,-0.143678682
1990,1706,,0,191.472,34.225,393.55,115.45,6.52,248.418,12.77,53.442,75,141.755,19.888,19.563,93.136,0,0,126.5,278.1,19.563,123.301,0,91.28,83.275,445.398,0.258,8.72,14.802,20.384,17.75,0.057932041,0.100942906,0.01357398,0.050628408,0.754524203,1.14041767,0.052707122,-0.024984614,1,0.509336363,0.530391757,0.231940033,0.139115741,-0.101636124
1990,1707,,0,6.367,1.367,23.632,11.708,0.037,18.674,3.418,7.607,0,0.936,3.22,-0.868,3.964,0,0,10.929,11.924,-0.868,34.184,0,-9.707,1.789,29.428,0,0,0,0.842,5.5,-0.0140738,-0.025457593,-0.029083254,-0.043390967,0.279620853,0.46532634,0.363068971,0.032444532,0,0.622799085,0.87755823,-0.410756601,-0.001100203,0.110875032
1990,1712,,0,3.103,3.407,28.224,16.689,0.115,18.882,15.391,6.701,5.975,0.621,0.702,-2.88,1.127,0,0,10.108,11.535,-2.88,14.077,0,-12.866,1.861,19.173,0.75,0,0,0.683,0.75,0.00884909,-0.064446756,0.01512454,0.005006258,0.550807823,0.187531678,-3.128785318,-0.084245043,1,1.445780001,0.827353578,-0.455853175,-0.077841553,-0.020448095
1990,1718,,0,2.187,0.13,2.621,2.011,1.929,2.822,18.523,0,0,0,0.09,-0.348,0,0,0,0.61,0.61,-0.348,0.374,0,-11.966,0.213,2.415,1.355,0,0,0,3.25,0.050792172,0.261416589,-0.039142591,0,0.197634491,0.432091691,-0.80029622,0.633128878,1,0.033405456,1.095435685,-4.565433041,-0.13277375,0.14305685
1990,1721,,0,2.375,1.373,23.134,5.016,0.627,1.996,6.756,0,7.2,9.15,0.822,2.096,0,0,0,1.832,11.118,2.096,27.455,7,0.595,1.421,7.091,0.001,0,0.136,0.641,2.437,0.016435488,0.118974091,0.019837739,0,0.097864615,0.327269132,0.147622613,-0.00367347,1,0.304658043,1.523134372,0.02571972,0.124189505,-0.087778069
1990,1722,,0,2303.803,315.414,5450.01,3573.228,829.489,6596.568,283.754,20.249,9.154,750.901,248.669,483.522,771.233,813.631,421.111,676.344,1876.782,483.522,3977.689,0,1600.401,632.87,7751.341,0,89.835,269.639,108.2,25.6249,0.02680718,0.106831207,0.023962505,0.014979882,0.456643933,-0.052922278,-0.036921924,0.001940077,1,0.491423365,1.024931695,0.293651021,0.1580476,-0.095267607
1990,1724,,0,148.282,32.871,318.115,100.008,8.385,254.914,12.913,15.124,137.212,126.1,15.201,11.537,62.634,0,0.597,68.886,218.107,11.537,75.306,0,47.889,62.101,293.234,2.302,0,4.259,11.009,5.875,0.223566355,0.058783282,0.131749792,0.180624428,0.79606746,0.527343501,0.577239006,-0.087072915,1,1.318255889,0.869729179,0.150539899,0.084261981,-0.075645366
1990,1728,,0,89.234,16.701,143.287,56.834,27.91,173.666,1.512,1.495,0,33.84,10.58,11.543,32.949,7.277,0,40.502,86.453,11.543,98.239,0,63.167,26.84,330.903,0,1.934,7.831,4.281,43,-0.083490352,-0.053187855,-0.044805714,-0.059872436,0.507673411,-0.035994706,-0.123420361,-0.003262063,0,0.874154054,1.063263917,0.440842505,0.16508825,0.051236718
1990,1729,,0,2.406,0.609,5.465,2.691,0.054,12.119,2.971,0.902,0,0.988,0.297,0.319,1.459,0.189,0,1.786,2.774,0.54,3.348,0,-0.429,0.831,15.819,0.001,0,0.237,0.193,1.75,0.066890312,0.114465792,-0.014841923,0.095964217,0.59926807,0.282543782,-0.00818406,0.037341447,1,0.51757465,1.369254505,-0.078499543,0.177493138,-0.086408458
1990,1739,,0,0.241,0.249,10.17,1.706,0.238,2.98,10.484,0.32,0.315,7.212,0.051,-1.595,0,0,0,0.698,8.464,-1.595,0.429,0,-1.842,0,0.539,0,0.129,-0.795,0.577,0.062,-0.03997839,-0.223797947,-0.006212858,0,0.960570305,-0.422507404,-7.535400871,-0.262408222,1,2.624583082,0.151757023,-0.181120944,-0.17826942,-0.021609941
1990,1746,,0,981.33,304.09,5114.063,1155.359,44.391,1946.487,115.137,712.359,491,1450.145,172.495,105.871,162.263,65.883,0,1602.335,3769.443,105.871,4851.172,130,292.624,404.758,2436.244,0,0,53.771,172.817,20,0.006052635,0.121172702,-0.015264472,0.011121312,0.345243889,0.197932618,-4.358598436,0.047145282,1,0.501732284,1.055147794,0.057219475,0.065008781,-0.084104477
1990,1749,,0,8.624,0.257,9.364,-97.214,1.789,11.707,32.912,5.143,0.346,90.743,0.152,-6.073,2.479,0,0.85,13.843,104.586,-6.073,0.877,1.992,-176.791,4.244,18.36,0,0.986,0,6.971,0.02,0.040558908,-0.527592019,0.036644376,0.042842386,0.752776591,0.014180406,0.047961792,-0.115371055,1,-7.034304207,0.88794303,-18.87985903,0.095899188,0.399391073
1990,1753,,0,23.878,3.43,39.6,4.895,0.204,52.262,0.711,1.671,10.71,25.755,1.801,-0.104,12.094,1.092,0,8.454,34.705,-2.123,25.674,0,-0.872,9.945,63.785,0,0,0,3.051,7,-0.080587082,-0.086261908,-0.083299148,-0.076484799,0.649444444,-0.038562977,1.105549965,-0.026438937,1,0.983524211,0.895719887,-0.022020202,0.023434343,0.108186335
1990,1754,,0,13.844,2.318,15.197,6.407,3.141,25.161,2.541,0.011,5.063,5.041,0.585,0.546,5.389,0,0,3.749,8.79,0.676,7.135,0,-2.723,4.916,32.469,0,0,0.225,0.875,2,-0.349049663,-0.149785408,-0.223175966,-0.105334151,0.710863986,-0.072939666,0.506421146,-0.043708247,1,1.260724124,0.879257558,-0.179180101,0.116865171,0.112752912
1990,1755,,0,641.7,124.7,2294.2,844.3,188.6,1452.8,88.495,95,103,366.7,39.4,-55.2,180.7,309.3,19.4,478.9,1388.4,-89.5,1090.6,55.5,-21.6,235.9,1735.2,0.1,50.7,2.5,139.6,5.125,0.016348546,0.050007317,0.00351222,0.004473899,0.715979426,-0.33371918,-0.035905198,-0.09995384,1,1.861590637,1.456827112,-0.009415047,0.022927382,-0.160893107
1990,1762,,0,726.6,119.6,2146.3,892.7,24.6,1697.3,37.092,255.1,42,500.8,129.5,143.2,349.2,0,0,544.8,1239.6,141,1967.8,6.5,1272.4,302.7,2531.3,0,18.3,75.3,37.5,25,0.000957098,-0.043739382,-0.006125428,0.007226091,0.453943997,-0.001804842,-0.022505955,-0.023356648,1,0.962687372,1.101461638,0.59283418,0.118250012,0.038714617
1990,1766,,0,59.908,4.183,136.898,100.43,43.6,117.016,6.531,0.29,0,2.266,8.465,21.213,0,0,31.089,30.199,36.468,21.213,122.875,0,100.814,12.781,158.839,0,1.845,12.594,0.18,35.5,-0.067451306,0.082051364,0.004541529,-0.006732338,0.14739441,0.116510882,0.054907037,-0.014534696,0,0.433167062,1.056929115,0.736416894,0.248265132,-0.058120383
1990,1772,,0,42.055,3.832,61.882,26.511,0.542,69.032,2.757,7.186,20.908,16.331,1.736,1.054,27.721,0,0,15.872,35.371,1.059,33.381,0,19.9,13.151,99.355,0,0.194,0.652,2.317,5,-0.018083552,0.011359173,-0.029725526,-0.007321403,0.719676158,0.025286076,0.365513746,0.075006441,1,1.923177367,0.956920815,0.321579781,0.065091626,0.066583921
1990,1773,,0,327.082,57.872,478.045,150.935,0.859,767.014,11.938,6.904,23.399,207.054,9.167,10.105,184.821,0,0,95.866,326.873,10.105,55.774,0.237,2.43,138.095,970.944,0,0,0,28.972,4.375,-0.018168424,0.014451131,-0.028689142,-0.023822234,0.936690061,0.055123424,0.004203022,0.014454932,1,2.889883445,1.085511377,0.005083204,0.081743351,-0.000329925
1990,1779,,0,3.213,0.508,3.912,2.972,1.116,3.332,3.792,0.076,0,0.036,0.337,-2.489,1.394,0,0,0.904,0.94,-2.489,2.586,0,-4.77,0.462,5.561,0.259,0,0,0.066,1.125,0.109163564,0.114975933,0.0094451,-0.032331305,0.536042945,-0.575217827,-0.334575812,-0.73680187,1,0.696671355,0.907456669,-1.219325153,-0.619376278,-0.774861502
1990,1780,,0,15.971,3.605,19.419,13.067,5.787,16.084,3.766,0,0,0,0.421,1.971,3.541,0,5.596,6.077,6.352,1.971,4.601,0,3.07,1.069,44.158,6.978,0,1.121,0.071,4.5,0.154244046,0.589173462,0.008477316,0.005962858,0.537772285,1.151756486,-0.109621854,0.014757077,1,0.771051169,1.086384629,0.15809259,0.162881714,-0.513093143
1990,1781,,0,62.626,21.557,141.345,-8.263,2.854,140.114,3.841,30.393,2.588,67.116,6.746,-3.894,32.842,0,0,71.119,138.235,-3.087,41.417,3.954,-36.031,25.319,210.106,0,1.386,-0.83,12.328,6.5,0.089925301,0.038581665,0.082881123,0.168755573,0.746329902,0.705858373,-0.321088562,0.047405757,1,-0.330963491,1.578013033,-0.254915278,0.05950688,-0.197281807
1990,1783,,0,10.983,1.711,13.346,6.226,0.54,14.083,1.02,0,0,0,0.358,1.284,7.197,0,0,7.031,7.12,1.284,7.324,0,6.894,2.242,21.917,0.143,0.036,0.653,0.13,10.75,0.127765144,0.141244573,0.083440149,0.138350217,0.782481642,0.072370108,0.139960502,-0.001647334,1,0.567806658,0.881799058,0.516559269,0.154877866,-0.136034732
1990,1786,,0,540.899,120.114,1192.669,389.536,17.244,1316.285,18.796,107.505,84.72,320.674,60.776,33.237,189.189,0,0,338.038,692.169,34.256,704.749,100.455,252.412,281.628,1687.068,0.133,13.849,24.836,45.154,17.125,-0.007331118,0.027166385,0.002783293,0.003132927,0.659112461,0.110847519,0.063584008,0.012666663,1,1.210184493,0.972982204,0.211636255,0.087405642,-0.015480344
1990,1789,,0,676.807,223.578,2770.98,1509.973,34.593,1813.573,41.058,20.703,241.764,522.494,75.093,149.114,249.742,564.803,0,363.491,1261.007,149.114,2028.174,0,996.744,384.783,2208.543,0.065,29.51,19.048,38.038,27.125,0.023960998,0.021187294,0.028588955,0.004440306,0.595232373,-0.042262996,-0.274346542,-0.041901728,1,1.355818778,1.004959018,0.359708118,0.074414106,-0.052673902
1990,1790,,0,2.643,1.833,34.948,-23.589,1.64,0,2.837,0,3.8,55.4,1.619,-0.068,0,0.143,1.413,3.137,58.537,-0.068,148.424,0,-56.901,0.997,0,0,0.086,0.068,1.424,4.25,-0.030208274,-0.027081301,0.005335934,0,0.390809202,-1.551928783,-0.481346959,-0.000183024,1,-1.956416264,0.889066116,-1.62816184,0.040746252,0.026851799
1990,1794,,0,2143.454,1538.357,5117.9,1280.013,80.579,6903.873,57.803,169.82,232.6,1235.155,274.915,182.059,774.182,128.746,0,1805.546,3837.887,182.059,4696.649,0,1152.703,1147.444,8551.94,0.547,97.369,81.09,119.816,30.75,0.028733263,0.040225858,0.036426259,0.025190829,0.541725122,0.049001426,-0.166936631,0.018239411,1,0.720143228,1.179885998,0.225229684,0.074828543,-0.020201296
1990,1797,,0,0.462,0.077,1.397,1.211,0.192,0.169,20.876,0.017,0.05,0.046,0.084,0.054,0.22,0,0.009,0.14,0.186,0.068,2.186,0,-4.386,0.04,0.731,0,0,0.014,0.009,0.219,0.017119464,0.116858951,-0.048381094,0.107927056,0.193271296,0.2736,-2.435695992,0.887236009,1,0.26488236,4.036458333,-3.139584825,0.065139585,1.106810569
1990,1798,,0,7.744,1.066,14.593,10.549,0.777,13.056,3.899,0.255,0,1.51,0.857,0.763,4.179,0,0,1.632,4.044,0.763,10.13,0,6.303,2.4,19.049,0.046,0.017,0.425,0.188,2.25,0.016693668,0.048954004,-0.022046911,0.044516447,0.482491606,0.013717278,-0.060860127,-0.058543631,1,1.202473569,0.83983439,0.431919413,0.094291784,-0.089032894
1990,1802,,0,20.324,4.54,67.029,34.877,9.128,21.006,18.666,0.407,0.335,20.831,3.323,10.602,3.869,10.743,0,10.364,32.152,16.833,28.753,0,34.544,6.985,35.721,0.183,0.141,7.137,2.571,29,0.015240018,0.264938031,0.03918389,0.004666325,0.569693715,0.452973209,0.115439734,0.437544686,1,0.064430257,0.826718974,0.515359024,0.395962941,0.04628266
1990,1819,,0,8.59,1.422,9.725,-6.189,0.039,12.511,1.074,12.685,0,0,0.235,-4.397,5.934,0,0,15.575,15.914,-4.397,1.432,0,-6.708,2.208,16.015,0,0.05,0.076,1.438,0.75,-0.169072882,-0.360584449,0.012610889,-0.113063141,0.884010283,-0.101308115,-0.455296894,-0.429935784,0,-7.034304207,0.894640951,-0.689768638,-0.296452442,0.1251522
1990,1820,,0,14.985,1.6,24.415,17.583,3.885,13.641,3.18,0.507,0,1.458,0.792,2.347,4.299,0.04,2.083,4.216,6.832,2.347,11.368,0,13.333,6.161,28.979,0.04,0.473,1.501,0.202,8.75,0.021668851,0.080384447,0.052162516,0.012101354,0.539299611,0.187088781,-0.031672706,0.023055975,1,0.631913885,0.959885451,0.54609871,0.16588163,-0.049672346
1990,1822,,0,3.313,1.178,4.495,1.3,0.001,3.133,2.634,0.693,9.07,0.766,0.178,-0.912,1.971,0.224,0,2.329,3.195,-0.903,2.521,0,-1.833,1.316,6.459,0,0,0,0.187,0.812,-0.187295212,-0.18518127,0.058978966,0.008455766,0.789988877,-0.023542424,-0.038698038,0.130869769,1,0.607815209,1.33381421,-0.407786429,-0.159288098,0.32237607
1990,1823,,0,10.782,1.696,24.654,6.44,1.52,14.554,3.834,0.418,0.051,13.94,1.457,0.376,6.117,0,0,3.474,18.214,0.376,20.65,0,4.67,2.901,23.564,0,0.152,0.451,1.339,1.125,0.026781503,-0.012919102,0.027027581,0.012796063,0.480368297,0.006857444,0.291365285,0.093629465,1,1.493073801,0.916515889,0.189421595,0.087855926,0.110201989
1990,1824,,0,40.905,0.395,42.636,32.275,28.406,8.787,5.294,0,0,0,0.327,-0.325,6.178,0.625,21.314,4.018,10.361,-0.325,2.225,0,22.634,5.423,10.085,0,1.688,-0.336,0,3.5,-0.017811529,0.176044184,0.025796801,0.020872167,0.315132752,-0.44243329,0.17337555,0.004862325,0,1.741864105,0.798332705,0.530865935,-0.015503331,-0.17063629
1990,1828,,0,311.008,236.834,3525.224,327.865,14.486,794.613,30.275,49.264,229.747,1302.942,131.468,40.946,61.602,2.865,0,286.098,1876.586,40.946,4175.47,5,191.351,227.084,1442.586,0.114,0,98.574,149.064,12,-0.00260369,0.016065527,0.004537512,0.002317392,0.13618936,0.067091073,0.020347615,0.000319272,1,0.902463529,1.072627404,0.054280522,0.081862599,-0.015059998
1990,1832,,0,27.601,2.265,34.048,29.142,1.406,23.599,3.832,0.1,0,0.4,0.469,0.409,20.988,1.391,0,3.897,4.906,0.409,9.466,0,6.206,3.766,30.614,0,0,0.165,0.05,4.75,0.042097306,0.086898376,-0.017414563,0.041632143,0.821105498,-0.266456723,-0.128008862,-0.1081549,0,1.601033036,0.916703093,0.182272087,0.018327068,-0.189699533
1990,1835,,0,246.573,100.345,303.338,110.314,5.78,832.743,8.777,32.934,0,4.452,10.895,-21.773,84.527,0,0,164.054,193.024,-21.461,122.98,0,96.94,114.721,886.045,0,0,2.852,5.775,7.25,-0.017328789,-0.082771866,-0.051958622,-0.05297905,0.799029466,0.079044359,-0.207859294,0.057316524,0,1.733590536,0.761928139,0.319577501,-0.042309239,0.153841174
1990,1837,,0,196.393,54.324,1281.773,397.335,0.926,838.086,22.16,96.59,75,417.784,46.257,45.64,118.115,16.556,0,272.542,867.679,45.64,1392.302,16.759,138.969,74.732,1000.897,13.193,21.344,21.14,46.006,30.375,-0.014622268,0.01566683,0.00100555,0.000630558,0.224818279,0.07468691,0.16675988,0.001486584,1,0.590297277,1.001812477,0.108419354,0.08799218,-0.012848424
1990,1843,,0,196.819,61.89,2006.01,660.092,23.67,505.197,22.976,93.536,10.576,632.862,60.103,79.678,54.483,109.368,0,235.693,1183.568,79.678,2033.76,162.35,223.749,99.077,716.779,65.106,10.776,28.192,56.422,33.875,-0.011289065,0.016077113,-0.002147542,0.000673303,0.229013814,0.039169109,-0.085837947,-0.009741475,1,0.848107186,1.029576973,0.111539324,0.081899891,-0.021270796
1990,1848,,0,6048,1394,23864,7148,3031,12161,158.913,1434,1062,5997,1628,1688,760,66,1929,4260,16406,2011,30164,1,6879,1963,18008,0,529,1076,914,123.625,0.002688347,0.035468835,0.020813008,0.002168022,0.185760979,0.126695378,-0.156437597,-0.00203118,1,0.363847012,1.055735923,0.288258465,0.167658398,-0.04695935
1990,1849,,0,98.606,11.217,325.311,120.355,87.712,94.698,11.25,19.782,36.801,127.724,22.741,25.39,4.268,0,8.69,39.107,204.957,25.39,292.207,0,97.932,4.389,187.229,0.098,1.073,15.6,6.508,17.375,-0.007719124,0.026314159,-0.006721215,-0.000215235,0.046072835,0.063952966,0.003790784,-0.023683617,1,0.615725088,0.980334176,0.301041158,0.146007974,-0.033560418
